,device_id,gender,age,group,phone_brand,device_model
29721,3310953341568080585,M,32,M32-38,联想,A690
29722,-5514714136441329543,M,32,M32-38,联想,A690
29723,-3862094941946000782,F,26,F24-26,华为,Mate 7
29724,6837120818099291953,M,27,M27-28,小米,红米note
29725,-7106328164488700658,M,21,M22-,小米,红米note
29726,227698751117138056,F,24,F24-26,小米,MI 4
29727,2077218039794225464,F,30,F29-32,魅族,魅蓝
29728,-2530248553402222456,F,20,F23-,华为,荣耀畅玩4C
29729,5736711891873532730,F,45,F43+,魅族,魅蓝
29730,8770233593107218097,M,24,M23-26,华为,Mate 7
29731,-7989122030988131364,F,29,F29-32,华为,荣耀6 Plus
29732,-4546870460291817937,F,26,F24-26,OPPO,R3
29733,4942868272686210438,M,24,M23-26,魅族,魅蓝
29734,-6180163656015811465,M,23,M23-26,华为,G520-0000
29735,8010857333896795636,M,19,M22-,华为,Ascend G6
29736,-5472726492046718844,F,35,F33-42,小米,MI 4
29737,-4620888029660244736,F,27,F27-28,三星,Galaxy Note 3
29738,4241231506274115801,F,39,F33-42,小米,红米
29739,-3992437806233192141,M,26,M23-26,华为,荣耀6 Plus
29740,6242885537557569059,F,21,F23-,OPPO,R3
29741,-6109567896954415506,F,26,F24-26,小米,红米note
29742,8997995259821809825,F,26,F24-26,小米,红米note
29743,-2434548223258754560,F,49,F43+,欧博信,IVO 6600
29744,-7209199645366872811,M,26,M23-26,小米,MI 2S
29745,-6653424040851622457,F,28,F27-28,OPPO,R7 Plus
29746,-7025598233925832422,F,27,F27-28,魅族,MX3
29747,-265026151563036842,F,27,F27-28,魅族,MX3
29748,-3140489837646337986,F,27,F27-28,魅族,魅蓝
29749,1252523380797328412,F,30,F29-32,小米,红米1S
29750,-40392067264131630,F,40,F33-42,华为,C8818
29751,-2710253828151719343,F,21,F23-,金立,GN105
29752,2122728458892178052,F,21,F23-,金立,GN105
29753,6384702850217971716,F,21,F23-,金立,GN105
29754,4551204820365871681,F,21,F23-,金立,GN105
29755,-8566597456681921268,F,29,F29-32,vivo,X5V
29756,3544664602376381089,F,19,F23-,小米,红米note
29757,3182461068564792567,F,19,F23-,小米,红米note
29758,4769227742797458118,F,26,F24-26,小米,小米note
29759,-1684826609267635799,M,24,M23-26,魅族,MX5
29760,-5541400069568852997,M,30,M29-31,小米,红米
29761,-4859248610743834087,M,28,M27-28,魅族,PRO5
29762,-7891956438936167145,F,19,F23-,魅族,MX4
29763,-8755038102040672262,F,40,F33-42,三星,Galaxy Mega 5.8
29764,-851935094236825273,M,26,M23-26,华为,U9508
29765,-2544842705449826758,M,26,M23-26,魅族,MX5
29766,7466739019062386599,F,18,F23-,vivo,Y18L
29767,8288391846384596540,M,26,M23-26,小米,MI 3
29768,2842957504417113295,F,48,F43+,三星,Galaxy Note 2
29769,-4302691230102348678,F,48,F43+,三星,Galaxy Note 2
29770,5502609086914112039,M,33,M32-38,三星,Galaxy S3
29771,5139584242216145821,M,33,M32-38,努比亚,Z9 mini
29772,2059926185400067138,M,52,M39+,三星,Galaxy Note 2
29773,-8791146267734188311,F,40,F33-42,小米,MI 4
29774,6875434915866392350,M,20,M22-,联想,A320t
29775,3542986127374511489,M,27,M27-28,小米,MI 4
29776,559679321315043045,M,19,M22-,小米,MI 3
29777,1656631251025731132,M,40,M39+,华为,Mate 7
29778,-8510842691540845126,M,23,M23-26,华为,荣耀3C
29779,2553846867245970390,M,22,M22-,酷派,F2
29780,7922773673836290992,M,27,M27-28,小米,红米1S
29781,-3563443532735592766,M,27,M27-28,小米,红米1S
29782,7557272857695967849,M,24,M23-26,三星,Galaxy Note 3
29783,-8096303773017008781,M,24,M23-26,三星,Galaxy Note 3
29784,-2825150729600893345,M,24,M23-26,三星,Galaxy Note 4
29785,-8150461911424177469,M,30,M29-31,小米,红米note增强版
29786,6032790324019192085,M,20,M22-,vivo,X5M
29787,500443613960765030,M,20,M22-,vivo,X5M
29788,-7614501549834117035,F,25,F24-26,小米,红米2
29789,5663051372837079297,M,31,M29-31,索尼,Xperia Z1
29790,-6995425684060383790,F,31,F29-32,小米,红米note
29791,-5428073356602051188,F,20,F23-,魅族,魅蓝
29792,4344395311242073452,F,27,F27-28,华为,荣耀畅玩4X
29793,6712665510103474839,M,29,M29-31,酷派,8720L
29794,3915432605531142531,M,29,M29-31,酷派,8720L
29795,-5173824977109513071,F,46,F43+,OPPO,R821T
29796,2767949163559365048,M,58,M39+,魅族,魅蓝NOTE
29797,7040205444188986452,F,27,F27-28,华为,荣耀畅玩4X
29798,847591263854798227,F,31,F29-32,小米,红米note
29799,6427463459916459827,F,24,F24-26,小米,MI 2S
29800,5810947229525860099,M,30,M29-31,vivo,Y13L
29801,-6028312667929381134,F,24,F24-26,金立,ELIFE S5.5
29802,-8491235757491797161,F,50,F43+,华为,B199
29803,-7762153406980340481,F,33,F33-42,华为,Mate 7
29804,-7818734046541250476,M,46,M39+,三星,Galaxy S6
29805,-839063215504006325,M,26,M23-26,小米,MI 2S
29806,8920314442799166663,M,30,M29-31,三星,Galaxy Grand Neo Plus
29807,5516578149267671198,F,25,F24-26,华为,荣耀畅玩4
29808,-3667354415703849724,F,31,F29-32,小米,红米
29809,-2334980068754278903,M,48,M39+,三星,Galaxy Note 3
29810,-4032493571472777706,M,30,M29-31,优米,UIMI4
29811,2196818490702265723,M,36,M32-38,华为,荣耀4A
29812,220664500936259175,F,36,F33-42,三星,G3818
29813,2064599096353381670,F,32,F29-32,vivo,X5V
29814,4806310160199560306,M,40,M39+,中兴,Blade S6
29815,5184596339344784286,M,36,M32-38,酷派,大神F1
29816,6454590718885284810,M,27,M27-28,小米,MI 2
29817,6254249320260446304,F,29,F29-32,语信,红辣椒
29818,7530504244789915787,M,25,M23-26,华为,荣耀X2
29819,-5993866744526264083,M,28,M27-28,小米,MI 2S
29820,2019221979085023669,M,41,M39+,小米,红米note
29821,4965795184540573791,M,37,M32-38,小米,红米note
29822,-5855514838103626175,F,28,F27-28,小米,MI 2
29823,-595545600266926505,M,28,M27-28,三星,Galaxy S2 Plus
29824,-5585718693005898836,M,28,M27-28,vivo,X5M
29825,8501415978433097155,M,27,M27-28,华为,C8816
29826,-5002537713828412666,M,27,M27-28,华为,P8 Lite
29827,-6932752663915945170,F,43,F43+,华为,荣耀3C
29828,6888665217318760240,F,29,F29-32,vivo,Y33
29829,-843419335342716148,F,34,F33-42,华为,荣耀畅玩5X
29830,-6276686728222943569,M,22,M22-,华为,荣耀+
29831,-5586823486387490223,F,28,F27-28,中兴,memo 5S
29832,4678291296434127257,F,28,F27-28,华为,Ascend P7
29833,-2693548668727034432,M,28,M27-28,小米,红米note
29834,3160269724671671257,F,48,F43+,小米,红米note
29835,-7781824176558126680,M,26,M23-26,酷派,F2
29836,5065859768864559011,M,26,M23-26,小米,红米Note2
29837,2504585688471408488,M,32,M32-38,华为,Mate 7
29838,1594577060950492592,F,29,F29-32,三星,Galaxy S5
29839,6155769784449121857,M,37,M32-38,酷派,7295C
29840,486708826262689003,F,39,F33-42,小米,红米2
29841,-1756157021131411104,M,29,M29-31,小米,MI 3
29842,-1132687465610322839,M,29,M29-31,华为,Mate 7
29843,2947698979180267152,F,28,F27-28,金立,F301
29844,-8549486473279605026,F,20,F23-,华为,Y635
29845,5920343449563437201,F,29,F29-32,三星,Galaxy Note 2
29846,3368564405013654273,F,29,F29-32,诺亚信,M15
29847,-6801892228824814264,M,33,M32-38,小米,红米Note2
29848,3710002856769680151,M,68,M39+,小米,红米Note3
29849,-3658202329092561611,M,37,M32-38,三星,Galaxy J7
29850,-582013661588232387,M,23,M23-26,华为,荣耀3X畅玩版
29851,-7145291116658268015,M,34,M32-38,联想,乐檬K3
29852,7894184097514201874,F,29,F29-32,小米,红米2A
29853,5995635297676241922,M,22,M22-,小米,红米2A
29854,-8153515507265815795,F,33,F33-42,OPPO,R6007
29855,7046077238894239080,M,48,M39+,三星,Galaxy Note 5
29856,-3127304374354226320,F,32,F29-32,小米,红米1S
29857,-1002969456091702673,F,33,F33-42,华为,Mate 7
29858,-5069804764030949434,M,29,M29-31,小米,MI 3
29859,2152658604366016241,M,29,M29-31,小米,MI 3
29860,1570812498747223166,M,29,M29-31,小米,MI 4
29861,88478289504498217,M,24,M23-26,HTC,Desire 816
29862,-6533584104474752462,M,23,M23-26,小米,MI 4
29863,6008324949679993547,F,29,F29-32,小米,红米note
29864,3098248432399174605,M,46,M39+,小米,小米4C
29865,2694526682291961127,M,33,M32-38,华为,Ascend P8
29866,-1492068077177873221,M,36,M32-38,华为,荣耀7
29867,2841747455027221706,M,20,M22-,小米,红米note
29868,-6094557601437678618,M,38,M32-38,小米,MI 3
29869,5243779277865847236,M,26,M23-26,小米,MI 3
29870,-8822889877800231223,M,26,M23-26,小米,MI 3
29871,6112380501807669289,M,21,M22-,酷派,8729
29872,-314161930150599989,F,26,F24-26,三星,Galaxy Note 3
29873,8029079392234213025,M,22,M22-,酷派,T1
29874,-2312686755255823973,F,26,F24-26,酷派,5219
29875,5616532624406394816,M,34,M32-38,三星,Galaxy Note 3
29876,425932513224863950,M,25,M23-26,魅族,MX2
29877,5444086263408407126,M,25,M23-26,魅族,MX4
29878,-3193672879612546217,M,22,M22-,魅族,魅蓝NOTE
29879,-4994595316001807321,M,25,M23-26,小米,红米note增强版
29880,6731329725716695513,M,31,M29-31,小米,红米note
29881,-6943413237165376423,M,17,M22-,小米,红米note增强版
29882,-2756065388470282809,M,29,M29-31,vivo,X1ST
29883,-93267947197087101,F,23,F23-,魅族,MX3
29884,3943145116236018964,F,23,F23-,魅族,魅蓝Note 2
29885,-3527156573541447605,F,28,F27-28,vivo,Y927
29886,-8431427096333775765,F,32,F29-32,vivo,X710L
29887,7258009654477716349,F,32,F29-32,vivo,X710L
29888,-1922743921390140050,M,40,M39+,小米,小米4C
29889,-7325084558324920263,F,31,F29-32,OPPO,R827T
29890,1031660113270546281,F,31,F29-32,OPPO,R827T
29891,5594076129693050705,F,29,F29-32,三星,Galaxy Note 2
29892,-7276385079337876687,F,29,F29-32,小米,MI 4
29893,-5347573970892716896,M,34,M32-38,华为,荣耀3C
29894,-5144288968654613890,M,25,M23-26,华为,荣耀7i
29895,588409744057921913,M,39,M39+,小米,红米1S
29896,6248164146098409433,F,24,F24-26,小米,MI 4
29897,-6438996560231742801,F,24,F24-26,小米,MI 2S
29898,658624282058192015,M,18,M22-,vivo,X5SL
29899,4459830977775393181,F,42,F33-42,华为,荣耀3C
29900,-4667276771712863201,F,41,F33-42,vivo,Y913
29901,5267597579153380172,M,41,M39+,乐视,超级手机1s
29902,8313409718683276653,M,27,M27-28,三星,Galaxy S4
29903,5218424389705612430,M,28,M27-28,小米,MI 4
29904,7476198667683037601,F,28,F27-28,vivo,X5Pro
29905,4573962244900832701,F,33,F33-42,vivo,X5M
29906,1992536779754419084,F,24,F24-26,小米,红米note增强版
29907,9061676327605896871,M,25,M23-26,魅族,MX3
29908,5807297074602898770,F,33,F33-42,三星,Galaxy Note 2
29909,3026620507214942161,F,26,F24-26,小米,红米note
29910,3344016752318065324,M,19,M22-,魅族,魅蓝Note 2
29911,5141157713666500445,F,37,F33-42,小米,MI 2S
29912,1804833204122523646,F,28,F27-28,OPPO,R831T
29913,3026827520794775051,F,28,F27-28,华为,荣耀6 Plus
29914,-7742315068853491459,M,20,M22-,魅族,MX4
29915,2730286561585926790,M,20,M22-,魅族,MX4
29916,-1651197880257061982,M,20,M22-,魅族,MX4
29917,-4840938436574859485,M,20,M22-,魅族,MX4
29918,-8929498342201483686,M,20,M22-,魅族,MX4
29919,2013872886730802519,M,20,M22-,魅族,MX4
29920,5544636039119727439,M,43,M39+,三星,Galaxy S3
29921,6018365586962483682,M,35,M32-38,小米,MI 2S
29922,-1819112552501906356,M,28,M27-28,华为,Ascend P6
29923,5863809306776537837,F,42,F33-42,小米,MI 2A
29924,5683581277431654864,M,26,M23-26,魅族,魅蓝Note 2
29925,-2129645646640840942,M,24,M23-26,华为,荣耀7
29926,9215293410557781849,F,21,F23-,vivo,Y23L
29927,6152327636668766772,M,32,M32-38,华为,荣耀6 Plus
29928,-3143955372548560359,M,33,M32-38,魅族,魅蓝Note 2
29929,-294011578840120590,M,35,M32-38,爱派尔,iPh-800
29930,2950526404682631375,F,25,F24-26,酷派,7295A青春版
29931,-8189672086477639779,M,33,M32-38,华为,荣耀6 Plus
29932,-1166343757893539847,F,30,F29-32,酷派,大神F1
29933,-7136979479054219749,M,32,M32-38,小米,红米1S
29934,-859979412595480622,M,31,M29-31,华为,X1 7.0
29935,1195045221164253652,M,21,M22-,金立,S7
29936,978774615627856752,F,64,F43+,小米,MI 2S
29937,-2913791854637733096,F,21,F23-,朵唯,iSuper S1
29938,8981830951366147575,M,30,M29-31,三星,Galaxy Note 3
29939,-6518321336937483894,M,24,M23-26,魅族,MX5
29940,-7538330460529468108,M,24,M23-26,华为,荣耀3X畅玩版
29941,8543378539174082004,M,24,M23-26,华为,荣耀3X畅玩版
29942,-4478793803614584475,F,23,F23-,vivo,Y23L
29943,2192536474971333415,M,26,M23-26,vivo,Y11
29944,-7220802973552004144,F,52,F43+,小米,MI 3
29945,2390927717095168323,M,26,M23-26,魅族,魅蓝2
29946,8947047326762854730,M,27,M27-28,酷派,7268
29947,-8718740598043540578,F,26,F24-26,华为,荣耀6
29948,-3228895173346307786,F,26,F24-26,华为,荣耀6
29949,-5323763553993566160,F,26,F24-26,华为,荣耀6
29950,7272862431812590123,M,22,M22-,海信,E620M
29951,-5217822979330382669,M,34,M32-38,努比亚,Z5S Mini
29952,-1800194747291613381,F,28,F27-28,魅族,MX3
29953,-7996938929133740848,F,28,F27-28,魅族,MX5
29954,-2593105904835599862,M,19,M22-,魅族,MX4
29955,5214548621493021727,M,28,M27-28,小米,小米note
29956,1520596002121714490,M,25,M23-26,小米,MI 3
29957,3487760584715329888,F,26,F24-26,OPPO,R807
29958,6095984640585550985,M,31,M29-31,华为,G6-U00
29959,6189405157112689943,F,22,F23-,努比亚,Z9 mini
29960,3814694698530028516,M,27,M27-28,三星,Galaxy Grand 2
29961,-6888405582304520604,F,25,F24-26,小米,MI 4
29962,-127557651178068464,F,35,F33-42,小米,MI 3
29963,1843870625304089940,M,38,M32-38,三星,Galaxy S5
29964,-2094082009236210461,M,38,M32-38,三星,Galaxy Tab 2 P5110
29965,5456363544491567330,M,38,M32-38,三星,Galaxy S5
29966,3501941661951598340,F,26,F24-26,vivo,Y15
29967,9127687957504069346,F,26,F24-26,vivo,Y15
29968,1802809295452194833,F,26,F24-26,vivo,Y15
29969,-7608713320189230941,M,34,M32-38,小米,MI 3
29970,-3428644499180308219,F,31,F29-32,华为,荣耀畅玩4C
29971,8791572164707913725,F,50,F43+,华为,G610S
29972,641278996203935230,F,50,F43+,华为,G610S
29973,7054047996093332289,F,19,F23-,魅族,魅蓝NOTE
29974,-7347516507269564497,M,22,M22-,魅族,MX3
29975,7426643990769242811,M,22,M22-,魅族,MX3
29976,-7931277502969041471,M,22,M22-,魅族,MX3
29977,7521781269526931353,M,56,M39+,联想,A320t
29978,-2943285630808852878,M,56,M39+,联想,A320t
29979,8515242390867573620,M,56,M39+,联想,A320t
29980,-7865455713896304047,M,41,M39+,小米,MI 1S
29981,7654931616092156937,M,41,M39+,小米,小米note
29982,4959155724858668041,M,30,M29-31,三星,Galaxy Mega Plus
29983,-8324396833433545531,M,17,M22-,魅族,魅蓝NOTE
29984,-1747826433055630493,M,19,M22-,努比亚,Z7 Mini
29985,-1287008739042373356,F,21,F23-,酷派,大神F1
29986,8493086265240719842,M,34,M32-38,三星,Galaxy Note 3
29987,1239567017409098185,F,37,F33-42,华为,C8813Q
29988,-2259235273887246513,M,20,M22-,金立,S6
29989,8658949914350395179,F,69,F43+,小米,红米Note2
29990,-3805731807158687050,M,29,M29-31,vivo,X6
29991,4430956946548434699,F,26,F24-26,小米,MI 4
29992,-7139788141281673569,M,30,M29-31,华为,荣耀3C
29993,-6649557585640975575,M,25,M23-26,中兴,9180
29994,4283616542683832429,M,25,M23-26,中兴,9180
29995,-9006849897428129552,M,32,M32-38,金立,E7
29996,1181446133133769239,M,34,M32-38,中兴,V955
29997,7016254194206759556,F,29,F29-32,三星,Galaxy S6
29998,-6521699346660468822,M,27,M27-28,vivo,X5SL
29999,5634157217422130863,M,28,M27-28,华为,荣耀3C
30000,8075953506961257281,F,33,F33-42,小米,MI 2S
30001,-3347107901891151698,M,20,M22-,vivo,E1T
30002,-7483856961866778908,F,33,F33-42,vivo,Y15
30003,-1919479319169649479,M,34,M32-38,三星,Galaxy Mega 2
30004,5900532243990700539,F,29,F29-32,华为,Ascend G7
30005,644997311612504865,F,22,F23-,联想,K900
30006,8181483394546100791,F,32,F29-32,华为,荣耀畅玩5X
30007,-8307800706835176887,F,38,F33-42,OPPO,R827T
30008,4894279414258061744,M,50,M39+,华为,荣耀畅玩4
30009,7346902284222019744,F,22,F23-,小米,MI 3
30010,-5622408549893631214,M,21,M22-,vivo,X710L
30011,-8990355518182358732,M,29,M29-31,三星,Galaxy Note
30012,-4899266241736501511,M,33,M32-38,华为,荣耀6 Plus
30013,8453282868614994530,F,32,F29-32,华为,荣耀3C畅玩版
30014,-1021613832219453270,M,34,M32-38,中兴,Grand X Quad
30015,6407653839351056713,M,34,M32-38,中兴,Grand X Quad
30016,5718641063400248003,F,29,F29-32,华为,荣耀3C
30017,3020646413282336019,M,35,M32-38,华为,荣耀3X畅玩版
30018,8263308971969033637,F,23,F23-,魅族,魅蓝2
30019,5884140275828399489,M,28,M27-28,小米,MI 2S
30020,-2581705408300586025,M,20,M22-,vivo,X5Pro
30021,-7414231885532597221,M,56,M39+,华为,Ascend P7
30022,-1559800564658099747,M,48,M39+,金立,V183
30023,8958787943878245557,M,48,M39+,天语,T619+
30024,6884944805377276418,F,29,F29-32,OPPO,R7
30025,33754462094964280,F,49,F43+,华为,Mate 8
30026,9203630033006964955,F,23,F23-,vivo,Y17W
30027,-5846380781251403951,M,37,M32-38,OPPO,R821T
30028,-7432615977274567276,M,33,M32-38,中兴,V5 Max
30029,7604292405639691519,M,33,M32-38,中兴,V5 Max
30030,-3130366449543452817,M,24,M23-26,金立,E5
30031,-6647476738543061954,F,32,F29-32,优米,UIMI3
30032,4185659788891097759,F,32,F29-32,优米,UIMI3
30033,7877581212258304311,F,50,F43+,三星,Galaxy Note 3 Lite
30034,8899278887095112795,F,33,F33-42,三星,Galaxy J5
30035,2639410369074866637,M,32,M32-38,小米,MI 2S
30036,2584804303828617401,M,32,M32-38,小米,MI 2S
30037,-2225847465433663384,M,27,M27-28,华为,C8816
30038,-3082268450487304996,M,27,M27-28,奇酷,青春版
30039,1152632351682290156,F,50,F43+,华为,P8 Lite
30040,3402544806801341354,F,50,F43+,华为,P8 Lite
30041,8704793273169867666,F,50,F43+,华为,P8 Lite
30042,-7750335975944502850,F,50,F43+,华为,P8 Lite
30043,7700442537998152437,M,26,M23-26,语信,红辣椒
30044,-6634254988664478679,F,28,F27-28,索尼,Xperia Z1
30045,-498560130352401225,F,31,F29-32,小米,MI 1S
30046,-9173774246501780929,F,31,F29-32,华为,Ascend G7
30047,3094860549497807047,M,20,M22-,小米,MI 4
30048,-5123629867673185810,M,28,M27-28,小米,红米3
30049,-4262185880583045163,F,29,F29-32,三星,Galaxy S3
30050,-1947561223942536851,M,27,M27-28,酷派,大神F1Plus
30051,810872720156669920,F,22,F23-,华为,荣耀3X畅玩版
30052,-6347352730893291721,F,27,F27-28,三星,Galaxy Note
30053,-1762180185174285163,F,27,F27-28,vivo,Y23L
30054,9155155558515090234,M,49,M39+,华为,荣耀3C
30055,-5561200132505185674,M,33,M32-38,vivo,Y20T
30056,-4647182695438135313,F,25,F24-26,三星,Galaxy S5
30057,5808682780522844625,M,25,M23-26,小米,MI 2
30058,6731449729202273867,F,20,F23-,小米,MI 3
30059,5737686121400044432,F,20,F23-,小米,MI 3
30060,-368785111861123562,F,20,F23-,小米,MI 3
30061,7452838136411435666,F,31,F29-32,小米,MI 2A
30062,-3719617358291257081,F,29,F29-32,酷派,8720L
30063,7973512514787555318,M,31,M29-31,小米,红米2A
30064,9024829706875047669,M,26,M23-26,vivo,Y13
30065,1543290476414888702,M,26,M23-26,小米,红米2A
30066,-4794509148630320039,F,30,F29-32,华为,C8813Q
30067,-4924707289870232651,M,25,M23-26,华为,荣耀畅玩4X
30068,-7632842754884873332,M,36,M32-38,华为,U9508
30069,-5487247430982107181,F,19,F23-,OPPO,R7s
30070,7837539419592942001,F,50,F43+,联想,A880
30071,-7206176843930327871,M,32,M32-38,酷派,5890
30072,-3743242289636299001,M,21,M22-,三星,Galaxy S6
30073,6490545117356683029,M,39,M39+,酷派,F2
30074,-727204878593826951,M,22,M22-,vivo,Y11
30075,-3935882187079895714,M,25,M23-26,小米,MI 4
30076,3360644399716454411,M,25,M23-26,华为,荣耀6 Plus
30077,8343860488306645588,F,42,F33-42,华为,Mate 7
30078,6886059394254336761,M,23,M23-26,小米,红米note
30079,-65490064925632166,M,23,M23-26,小米,红米note
30080,8389438366160713422,F,34,F33-42,华为,荣耀6 Plus
30081,-5459487565544712878,F,41,F33-42,酷派,Y70-C
30082,-1150227437628309994,M,24,M23-26,联想,A750
30083,-1325226662132346437,M,24,M23-26,联想,A750
30084,9150810442076593390,M,24,M23-26,联想,A750
30085,674097493522241738,M,24,M23-26,联想,A750
30086,-8754452537234569341,M,24,M23-26,联想,A750
30087,-1013591676718998989,F,27,F27-28,金立,GN152
30088,208133401792083027,F,21,F23-,金立,F103
30089,5364562572395092601,F,45,F43+,小米,红米1S
30090,-4607662570247520992,M,21,M22-,小米,MI 3
30091,3386694456835390388,M,20,M22-,三星,Galaxy S3 Neo+
30092,-6474258968772514335,M,26,M23-26,三星,Galaxy S4
30093,8546919214613585367,M,34,M32-38,华为,Mate 7
30094,-3262524488194056684,F,31,F29-32,小米,MI 2S
30095,8001200584158165100,M,31,M29-31,OPPO,R7
30096,-1188160126544445702,F,29,F29-32,酷派,7270
30097,6003714265132473183,M,40,M39+,华为,荣耀3X
30098,-8811697151637314686,F,25,F24-26,vivo,Xplay
30099,-6332096535289711562,F,27,F27-28,小米,MI 2S
30100,-5873521698167151961,M,22,M22-,魅族,魅蓝Note 2
30101,3899947477499604178,F,26,F24-26,三星,Galaxy Note 2
30102,-4126906565268243318,M,28,M27-28,小米,红米note
30103,7649878448891885274,M,24,M23-26,三星,Galaxy Note 3
30104,-2919831047902651962,M,52,M39+,小米,红米2
30105,-5516918617492631041,M,42,M39+,华为,麦芒4
30106,4696870609678337654,M,27,M27-28,魅族,MX4
30107,-4839771784512054344,M,30,M29-31,ZUK,Z1
30108,1643321054929750543,M,30,M29-31,华为,MT1-U06
30109,8353787347684516489,F,25,F24-26,小米,红米2
30110,8306258214123266652,F,21,F23-,三星,Galaxy Note 3 Lite
30111,2658705766284319649,F,35,F33-42,三星,Galaxy Note 4
30112,6601406186183776042,M,20,M22-,华为,荣耀6
30113,-4838845665773182946,M,31,M29-31,小米,红米1S
30114,-3451682236502826461,M,31,M29-31,小米,红米Note3
30115,8628075391860281791,M,40,M39+,酷派,7296S
30116,6320891847492571879,M,28,M27-28,酷派,9190l
30117,1836560411870968623,F,37,F33-42,OPPO,R3
30118,-2494692066028291157,M,42,M39+,华为,G750-T20
30119,-1686714889871523162,F,54,F43+,酷派,5200S
30120,7982630425971210497,F,32,F29-32,三星,Galaxy Grand DUOS
30121,-705725413253588049,M,26,M23-26,OPPO,Find 5
30122,-3647425919536202953,M,27,M27-28,TCL,P301M
30123,-8705968198316309774,F,53,F43+,华为,B199
30124,133476669905723163,M,23,M23-26,三星,Galaxy Grand DUOS
30125,4674059768608318030,M,23,M23-26,华为,荣耀3C
30126,4240234362310156831,M,38,M32-38,酷派,5316
30127,3881311715020773327,M,24,M23-26,华为,Ascend G700
30128,-8432750053310927519,M,55,M39+,华为,荣耀6 Plus
30129,49246416574633741,F,39,F33-42,小米,MI 3
30130,7750360234672020617,M,23,M23-26,魅族,魅蓝Note 2
30131,-5855601425768082522,M,27,M27-28,乐视,超级手机Max
30132,5135547808784488262,F,21,F23-,金立,GN151
30133,1913877017213220422,M,22,M22-,华为,G510
30134,1609246039198935734,M,27,M27-28,小米,红米note
30135,510690031243258679,M,19,M22-,酷派,5892
30136,-6799333098279399396,F,26,F24-26,联想,A590
30137,8114316500281327391,M,24,M23-26,魅族,MX2
30138,-820541159181425692,M,22,M22-,联想,A760
30139,5780988277266731292,M,51,M39+,海信,E600M
30140,-5335439107092295810,M,51,M39+,酷派,8705
30141,-7350048266204915883,M,39,M39+,三星,Galaxy S3
30142,-5119753942771990979,F,27,F27-28,三星,Galaxy Alpha
30143,-7107900848664544307,M,37,M32-38,华为,Mate 7
30144,1543690683004255311,F,25,F24-26,小米,MI 2S
30145,4495477896736271803,F,25,F24-26,小米,MI 2S
30146,4835708139648270980,M,27,M27-28,小米,红米2
30147,-530558388492050413,M,28,M27-28,OPPO,A31
30148,-4841450832301573832,M,24,M23-26,锤子,坚果手机
30149,3596942304811880636,F,31,F29-32,小米,MI 2S
30150,-293531577587186104,F,35,F33-42,三星,Galaxy Note 3
30151,1938532293414814377,F,35,F33-42,vivo,X3V
30152,-2485613045599163733,M,28,M27-28,酷派,8720L
30153,2980888543756615841,M,62,M39+,酷派,7295
30154,4526198299573802135,F,33,F33-42,华为,C8816D
30155,8540441212957417538,F,25,F24-26,vivo,Y17T
30156,-7314898714081281289,M,33,M32-38,三星,Galaxy Note 2
30157,-8960953759955157504,M,33,M32-38,三星,Galaxy Note 2
30158,-4410691291931310441,M,33,M32-38,三星,Galaxy Note 2
30159,7555411262891952650,M,33,M32-38,三星,Galaxy Note 2
30160,8490622669015199443,M,33,M32-38,华为,荣耀6
30161,775438421539164853,M,33,M32-38,三星,Galaxy Note 2
30162,4056175708198621112,F,49,F43+,酷派,大神F1Plus
30163,-6016997836099375835,F,62,F43+,华为,荣耀畅玩4
30164,6721516834303072995,F,23,F23-,三星,Galaxy Win
30165,-7386712837314928026,M,28,M27-28,华为,荣耀3C
30166,-9023459785103384497,F,27,F27-28,酷派,锋尚
30167,8805735809012332089,F,38,F33-42,酷派,5892
30168,-456695719869252948,F,25,F24-26,酷派,T1
30169,-3460094833976442120,F,32,F29-32,OPPO,U707T
30170,-611902533150692620,F,32,F29-32,OPPO,U707T
30171,876768841322099863,M,28,M27-28,联想,乐檬K3
30172,2003148305548746558,M,27,M27-28,小米,红米Note2
30173,4445185817076348783,M,31,M29-31,OPPO,A33
30174,-6982698331075327712,F,38,F33-42,酷派,Y80D
30175,-4730639515082999812,F,19,F23-,三星,Galaxy Win Pro
30176,-6895229389757991167,M,20,M22-,OPPO,R831S
30177,6752348599998825777,M,20,M22-,OPPO,R831S
30178,-2275321572570837912,M,32,M32-38,华为,荣耀畅玩4C
30179,6314073248202202444,M,27,M27-28,小米,MI 2S
30180,-6462746163621960367,M,43,M39+,魅族,魅蓝NOTE
30181,2290467687105805413,F,29,F29-32,三星,Galaxy Note 2
30182,-278847914351884208,M,20,M22-,锤子,坚果手机
30183,7685937209060001078,M,21,M22-,华为,荣耀6
30184,-6964811311623940050,F,49,F43+,华为,荣耀3C
30185,7081670846683341582,M,16,M22-,金立,GN151
30186,5079209421453209473,F,29,F29-32,小米,红米note
30187,8219504246911303095,F,28,F27-28,酷派,大神F2
30188,-503918640036533354,M,43,M39+,小米,红米1S
30189,4733874257543527614,F,24,F24-26,小米,MI 4
30190,8176143876160413837,M,21,M22-,小米,红米1S
30191,7997276963290460554,F,24,F24-26,vivo,X5Max+
30192,-4377521978364312102,M,42,M39+,小米,MI 1S
30193,-6513393480272616139,F,27,F27-28,小米,红米1S
30194,8130221152114582811,F,44,F43+,小米,红米2
